1004.0317257309642, 231.03754155040707
1114.9825783972124, 237.02209621918757
1207.0673544622468, 244.89152966332196
1342.5512088017822, 254.9120377713456
1486.8985595067938, 267.0665897600684
1684.1701821543334, 279.1399736772589
1936.7548710182823, 288.9702339308732
2097.4101993482677, 294.7283996078631
2303.916116278423, 301.81654814369284
2470.4424116297896, 306.25165795589936
2581.124072110286, 310.34345445495273
2744.2029892360347, 315.33457704486955
2980.6089986365696, 322.5844569004696
3277.2131105758444, 328.42374351990384
3515.5279503105576, 332.9685978314974
3698.4015138910318, 336.7173927566765
3901.11388289968, 341.0396740598105
4089.456143008635, 344.76421321444803
4235.868340965695, 349.1452350344384
4394.740987001739, 353.28513265876825
4547.038327526131, 356.5442465427316
4760.566580821086, 357.97909407665503
4942.377592115171, 358.7168855696104
5210.97178665431, 358.68981790375955
5476.856304106656, 358.03198630853245
5681.1846689895465, 355.2898911420348
5882.520091330607, 353.6314823615911
6076.927537759215, 351.7453026270416
6350.105772482772, 347.81036253273516
6586.845981118171, 344.31182306398557
6810.822184528952, 340.89983027391776
6996.648986849387, 338.63005805673595
7160.960460536282, 332.9880753998312
7323.664226849972, 328.96567893726194
7430.995303741857, 324.1179907806177
7604.6811089228895, 318.985002272383
7722.985060692813, 314.8981764193127
7874.791698227539, 310.5836777977363
8004.506248552017, 306.1102657830999
